gene_symbol_official,gene_symbol_fullname,count,idlist,Input Symbol,Official Symbol,Entrez Gene ID,Gene Name
ADAM17,adam metallopeptidase domain 17,21,"['40258762', '39217296', '38287826', '37175585', '34862128', '34762736', '32932701', '31763448', '31086276', '28849138', '28487846', '27982031', '27059842', '27607600', '26561568', '26373631', '24275664', '23757215', '23342154', '21898481', '17709479']",ADAM17,ADAM17,6868,ADAM metallopeptidase domain 17
HMGCR,3 hydroxy 3 methylglutaryl coa reductase,3,"['38229409', '30394916', '19608834']",HMGCR,HMGCR,3156,3-hydroxy-3-methylglutaryl-CoA reductase
LY6E,lymphocyte antigen 6 family member e,0,[],LY6E,LY6E,4061,lymphocyte antigen 6 family member E
PECAM1,platelet and endothelial cell adhesion molecule 1,16,"['39348809', '38944364', '38781871', '32417429', '30257316', '27539881', '25604254', '24696356', '22119535', '19245790', '18164036', '16542507', '15632011', '15591740', '15319204', '11395599']",PECAM1,PECAM1,5175,platelet and endothelial cell adhesion molecule 1
MAP3K5,mitogen activated protein kinase kinase kinase 5,2,"['40442112', '36117534']",MAP3K5,MAP3K5,4217,mitogen-activated protein kinase kinase kinase 5
TNFSF4,tnf superfamily member 4,1,['36368641'],TNFSF4,TNFSF4,7292,TNF superfamily member 4
TRAF2,tnf receptor associated factor 2,3,"['40176540', '39673708', '34710469']",TRAF2,TRAF2,7186,TNF receptor associated factor 2
CCL4,c c motif chemokine ligand 4,34,"['40486124', '40411297', '39966757', '36907331', '35811678', '34105359', '34054345', '32325181', '32307170', '32051273', '31276515', '29681903', '28815345', '28641299', '28196290', '27736938', '27071387', '26271921', '23903844', '22981705', '22666548', '20561086', '20489162', '18308712', '18081228', '17659698', '17579082', '16979363', '16380512', '15122175', '12217598', '9271240', '8078502', '1984456']",CCL4,CCL4,6351,C-C motif chemokine ligand 4
C3AR1,complement c3a receptor 1,9,"['38678059', '38489677', '38112144', '37921181', '37235492', '34412744', '33100122', '32575108', '27697835']",C3AR1,C3AR1,719,complement C3a receptor 1
STK4,serine threonine kinase 4,2,"['32975614', '24303815']",STK4,STK4,6789,serine/threonine kinase 4
CX3CR1,c x3 c motif chemokine receptor 1,30,"['40433376', '39814939', '39763654', '38889644', '38263335', '38245687', '38029626', '37752077', '36860871', '36509812', '36469355', '36334787', '36036630', '35272172', '34015275', '33610685', '32805279', '32709653', '29446734', '27364780', '26562533', '26430882', '26160897', '24143212', '23098236', '23026294', '19733456', '18768878', '18497708', '18424766']",CX3CR1,CX3CR1,1524,C-X3-C motif chemokine receptor 1
SPHK1,sphingosine kinase 1,20,"['39549732', '38823539', '38218310', '36243145', '34109517', '33281190', '33139717', '32108663', '31154460', '30080743', '29285771', '26856322', '26607226', '25557508', '23817990', '22355325', '20555020', '20522778', '20458145', '20123033']",SPHK1,SPHK1,8877,sphingosine kinase 1
PDE8A,phosphodiesterase 8a,1,['31131320'],PDE8A,PDE8A,5151,phosphodiesterase 8A
PEX19,peroxisomal biogenesis factor 19,0,[],PEX19,PEX19,5824,peroxisomal biogenesis factor 19
AHR,aryl hydrocarbon receptor,217,"['40531899', '40521273', '40521271', '40412444', '40356263', '40245547', '39957312', '39899354', '39856589', '39810592', '39779878', '39747735', '39727007', '39692935', '39663293', '39657364', '39547500', '39510310', '39406288', '39369986', '39326671', '39298641', '39224938', '39189824', '39110550', '39075364', '38995550', '38953031', '38906829', '38906485', '38900392', '38853376', '38852767', '38793602', '38715713', '38704274', '38663865', '38661156', '38632279', '38627671', '38574775', '38445412', '38438550', '38277372', '38238169', '38166689', '38141937', '37951803', '37921121', '37913937', '37892385', '37688403', '37649460', '37644679', '37626302', '37450231', '37428015', '37330437', '37279240', '37264485', '36913434', '36877625', '36869816', '36793051', '36566008', '36424531', '36347739', '36299625', '36271220', '36150671', '36100984', '36079813', '36052065', '36048569', '35905123', '35900981', '35853024', '35843498', '35790769', '35738385', '35723965', '35687293', '35659186', '35642838', '35578387', '35526859', '35462153', '35331934', '35296377', '35293103', '35279079', '35203386', '34929409', '34825848', '34549868', '34478439', '34378959', '34373953', '34360172', '34294150', '34225371', '34039297', '34038701', '33904900', '33780007', '33753337', '33731804', '33673909', '33582611', '33407770', '33352555', '33348227', '33211712', '33064873', '32996122', '32964373', '32750384', '32585739', '32576857', '32505877', '32366266', '32271361', '32239602', '32238211', '32219317', '32062049', '31619475', '31509517', '31443186', '31420570', '31357013', '31340186', '31306175', '31276515', '31120349', '31087314', '31078726', '31058720', '30722960', '30630991', '30506852', '30418557', '30243509', '30201614', '30149137', '30036671', '30022816', '29809304', '29543636', '29426837', '29374204', '29190320', '29149330', '28490261', '28407544', '28192453', '28011602', '27862417', '27590704', '27564782', '27343816', '27124735', '27061510', '26979964', '26971827', '26850824', '26563524', '26424683', '26370689', '26159847', '26100708', '26082503', '25907261', '25855759', '25742073', '25735799', '25686685', '25378459', '25361827', '25348527', '25198820', '25159592', '25091791', '25078536', '25060701', '25043396', '24930766', '24474430', '24441058', '24400803', '24011120', '23816538', '23778568', '23736149', '23580739', '23490021', '23462427', '23451036', '23245397', '22945914', '22578937', '22142287', '21976575', '20652682', '20513254', '20085422', '19822660', '18937570', '18360687', '18095835', '17556601', '17187246', '16820944', '16751638', '16259531', '12936970', '9463672']",AHR,AHR,196,aryl hydrocarbon receptor
IFNGR1,interferon gamma receptor 1,5,"['38898888', '36371050', '29455109', '12712974', '9142806']",IFNGR1,IFNGR1,3459,interferon gamma receptor 1
S100A3,s100 calcium binding protein a3,0,[],S100A3,S100A3,6274,S100 calcium binding protein A3
LTC4S,leukotriene c4 synthase,0,[],LTC4S,LTC4S,4056,leukotriene C4 synthase
GFI1,growth factor independent 1 transcriptional repressor,3,"['36532072', '28337051', '20547752']",GFI1,GFI1,2672,growth factor independent 1 transcriptional repressor
MIR16-1,microrna 16 1,0,[],MIR16-1,MIR16-1,406950,microRNA 16-1
TRAF1,tnf receptor associated factor 1,4,"['34627385', '32973783', '29506272', '19116907']",TRAF1,TRAF1,7185,TNF receptor associated factor 1
IRF5,interferon regulatory factor 5,6,"['40021981', '33562046', '33178206', '28492513', '25813085', '15665823']",IRF5,IRF5,3663,interferon regulatory factor 5
IKBKB,inhibitor of nuclear factor kappa b kinase subunit beta,1,['31432183'],IKBKB,IKBKB,3551,inhibitor of nuclear factor kappa B kinase subunit beta
MIR223,microrna 223,29,"['39025049', '37523231', '37463303', '36768905', '34914790', '34162147', '33327275', '33287944', '33077816', '32658933', '32326325', '30332984', '29979415', '28936735', '28515178', '27434572', '27129807', '26761003', '26348153', '26181817', '25913668', '25810564', '24915805', '24680405', '24486439', '24421215', '23026916', '22719975', '20188071']",MIR223,MIR223,407008,microRNA 223
GNLY,granulysin,7,"['39953444', '38057716', '36405710', '36209721', '36199375', '35332254', '29697421']",GNLY,GNLY,10578,granulysin
EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2,5,"['39311631', '30507610', '30507607', '27779186', '21722999']",EIF2AK2,EIF2AK2,5610,eukaryotic translation initiation factor 2 alpha kinase 2
SBDS,SBDS,0,[],SBDS,SBDS,51119,SBDS ribosome maturation factor
CARD8,caspase recruitment domain family member 8,2,"['38428396', '28768269']",CARD8,CARD8,22900,caspase recruitment domain family member 8
ROCK1,rho associated coiled coil containing protein kinase 1,21,"['39236286', '37244125', '37052185', '37028276', '36567581', '36476974', '36252478', '35584479', '35244189', '34365196', '34272987', '33628853', '33440039', '32570032', '31825519', '31432099', '30463769', '30221694', '29920028', '26342084', '23566535']",ROCK1,ROCK1,6093,Rho associated coiled-coil containing protein kinase 1
VSTM1,v set and transmembrane domain containing 1,1,['35971090'],VSTM1,VSTM1,284415,V-set and transmembrane domain containing 1
ANXA2,annexin a2,3,"['32845709', '28450113', '27389701']",ANXA2,ANXA2,302,annexin A2
MYLK,myosin light chain kinase,27,"['39196520', '38789715', '38056232', '36640152', '36271559', '35852392', '35217279', '34241804', '33606476', '28598488', '28405145', '28154894', '26891162', '26772992', '26473437', '26201020', '25814671', '25724497', '23860583', '21592990', '18812803', '18587400', '17989521', '17472811', '17307813', '17255312', '16399953']",MYLK,MYLK,4638,myosin light chain kinase
NR1D1,nuclear receptor subfamily 1 group d member 1,0,[],NR1D1,NR1D1,9572,nuclear receptor subfamily 1 group D member 1
THBS1,thrombospondin 1,18,"['40115073', '39637364', '38281072', '37661250', '37060578', '36920202', '34836493', '34822739', '34756923', '34698361', '31957847', '30914377', '29979224', '29028771', '27531787', '26646465', '21573017', '15627475']",THBS1,THBS1,7057,thrombospondin 1
RELA,rela proto oncogene nf kb subunit,27,"['39839500', '39586719', '39294340', '38723525', '37902912', '35303581', '34632552', '32973783', '32738283', '31415393', '31160364', '30738665', '30146810', '28049149', '27711079', '26982169', '26159927', '25880845', '25184525', '25057925', '21245135', '21183027', '20975042', '20547752', '17655939', '17224794', '15858576']",RELA,RELA,5970,"RELA proto-oncogene, NF-kB subunit"
COX8A,cytochrome c oxidase subunit 8a,0,[],COX8A,COX8A,1351,cytochrome c oxidase subunit 8A
CXCR3,c x c motif chemokine receptor 3,33,"['40425742', '39617276', '39312202', '38430552', '37662932', '37652048', '36567558', '36211381', '36091040', '36036630', '35189172', '34484417', '33239419', '30254309', '30226896', '28947538', '28138558', '27925349', '27565063', '27509048', '26718341', '26116502', '26005191', '24890566', '24498110', '23171733', '22992408', '22135342', '21807908', '21518789', '20823197', '19343215', '14697751']",CXCR3,CXCR3,2833,C-X-C motif chemokine receptor 3
GABRG2,gamma aminobutyric acid,0,[],GABRG2,GABRG2,2566,gamma-aminobutyric acid type A receptor subunit gamma2
MT-ND4L,nadh dehydrogenase subunit 4l,0,[],MT-ND4L,MT-ND4L,4539,NADH dehydrogenase subunit 4L
HMGB1,high mobility group box 1,741,"['40421030', '40338919', '40304798', '40157616', '40054422', '39963819', '39962902', '39927458', '39845770', '39763679', '39755020', '39732103', '39712008', '39686902', '39623277', '39396639', '39379599', '39341082', '39228020', '38991952', '38952086', '38937755', '38916095', '38889644', '38845211', '38837857', '38775002', '38734709', '38648712', '38646480', '38474222', '38432918', '38401077', '38333215', '38320216', '38243905', '38215061', '38173202', '38169213', '38065349', '38006752', '37967645', '37840012', '37681716', '37604833', '37559007', '37542990', '37477229', '37158106', '37059372', '37048161', '39008025', '37000907', '36906561', '36898254', '36855243', '36731088', '36693551', '36658496', '36649428', '36634624', '36631077', '36576404', '36564822', '36542339', '36512674', '36460253', '36355913', '36328553', '36189354', '36153644', '36143874', '36142743', '36111938', '36012544', '35983056', '35960478', '35930298', '35872006', '35871689', '35780770', '35596191', '35536087', '35532075', '35454134', '35413868', '35367313', '35354111', '35339905', '35301652', '35285407', '35216180', '35163743', '35156512', '35148668', '35040907', '35005033', '34933101', '34806822', '34790828', '34784841', '34755645', '34733114', '34715589', '34663518', '34662822', '34608551', '34607339', '34576097', '34571869', '34563514', '34558858', '34517011', '34503521', '34493741', '34491197', '34432200', '34413930', '34411870', '34410682', '34375978', '34363018', '34280918', '34152806', '34125448', '34107884', '34096077', '34076811', '34057015', '34040166', '34015275', '33989736', '33984439', '33952191', '33947887', '33936050', '33906793', '33857805', '33854044', '33842398', '33840587', '33796108', '33777021', '33732235', '33713214', '33691128', '33688422', '33660819', '33658363', '33645622', '33605309', '33603756', '33587003', '33563757', '33562046', '33561388', '33552058', '33515436', '33515401', '33463500', '33421596', '33333289', '33284091', '33281190', '33246171', '33223202', '33217777', '33107103', '33061810', '33052428', '33039954', '33015817', '33013905', '32998017', '32983116', '32957908', '32943679', '32917873', '32912405', '32897210', '32893702', '32847444', '32788013', '32710811', '32684215', '32682121', '32629817', '32620787', '32600436', '32558672', '32556802', '32542754', '32540472', '32447221', '32412059', '32351244', '32328059', '32303568', '32295901', '32295899', '32246808', '32163831', '32152555', '32129085', '32071292', '32058932', '32016282', '31918290', '31892321', '31888389', '31863924', '31858563', '31852965', '31830624', '31815144', '31806570', '31767118', '31736963', '31637812', '31539844', '31520992', '31441411', '31440260', '31420571', '31377749', '31361463', '31342866', '31339670', '31208517', '31140293', '31115557', '30972748', '30966773', '30946496', '30940475', '30881224', '30853709', '30840287', '30838474', '30826057', '30822402', '30797785', '30784917', '30782274', '30667541', '30666251', '30660872', '30645707', '30630344', '30592964', '30502766', '30509503', '30496780', '30474143', '30463769', '30423384', '30379096', '30378167', '30332623', '30326393', '30314759', '30239421', '30235477', '30194360', '30135341', '30130540', '30064906', '30045802', '30033950', '30028781', '29941462', '29907203', '29862569', '29803807', '29789550', '29762033', '29706801', '29680657', '29608552', '29599080', '29563120', '29520957', '29520271', '29505782', '29484406', '29472928', '29461465', '29370247', '29343555', '29333216', '29317708', '29315764', '29258263', '29246581', '29193703', '29170136', '29127203', '29115544', '29109024', '28993270', '28931916', '28872079', '28863323', '28843664', '28830206', '28806702', '28795668', '28724977', '28715873', '28711488', '28637971', '28610995', '28572270', '28484719', '28464519', '28457762', '28420473', '28420464', '28403838', '28397806', '28350760', '28345549', '28338748', '28234792', '28194608', '28168403', '28164547', '28145661', '28145460', '28099636', '28001381', '27993201', '27965385', '27939519', '27889435', '27878684', '27779186', '27778275', '27754761', '27716835', '27693642', '27632705', '27627916', '27589725', '27556404', '27434574', '27430552', '27412936', '27346159', '27323617', '27260672', '27246725', '27155819', '27132442', '29920039', '27106082', '26987739', '26945830', '26906634', '26863032', '26846885', '26730445', '26721185', '26715634', '26671026', '26656467', '26644168', '26632390', '26607226', '26605648', '26572550', '26522440', '26522327', '26507277', '26473437', '26468714', '26445809', '26408618', '26313171', '26312770', '26305237', '26293782', '26253656', '26250869', '26243020', '26239884', '26224030', '26206236', '26180239', '26159678', '26116490', '26094939', '26052716', '26049191', '25973040', '25968464', '25966207', '25947626', '25930108', '25896849', '25895145', '25873765', '25872355', '25818978', '25813362', '25812767', '25743565', '25659903', '25643010', '25614361', '25562836', '25562324', '25548221', '25541104', '25533331', '25526376', '25517228', '25497831', '25470016', '25418337', '25394242', '25392528', '25335337', '25266883', '25263503', '25230869', '25133650', '25085626', '25085006', '25046960', '25019241', '25017707', '25007770', '25004063', '25002345', '24943350', '24912641', '24912504', '24826914', '24771074', '24763129', '24738479', '24735957', '24706001', '24603876', '24581270', '24576671', '24479494', '24474694', '24467264', '24430548', '24425537', '24392842', '24371375', '24321251', '24321097', '24302768', '24300828', '24296334', '24269819', '24184598', '24124976', '24120445', '24107274', '24098466', '24097189', '24089009', '24077682', '24029593', '24011922', '23866790', '23835906', '23831508', '23808943', '23797067', '23781123', '23707973', '23630965', '23563799', '23532259', '23497622', '23489802', '23463181', '23438770', '23407995', '23298677', '23256797', '23249831', '23239822', '23213216', '23168580', '23160520', '23146691', '23114886', '23094260', '23054707', '23042518', '23028587', '22959885', '22942130', '22940388', '22930571', '22911316', '22643829', '22634723', '22626749', '22607100', '22571626', '22570925', '22525208', '22428766', '22425816', '22369644', '22327468', '22292896', '22264245', '22252713', '22237001', '22169690', '22147417', '22116598', '22061311', '22050905', '22047946', '22000829', '21971692', '21946914', '21932058', '21921023', '21900767', '21897334', '21884474', '21873168', '21849480', '21843620', '21832986', '21815813', '21763292', '21762470', '21681499', '21660935', '21654166', '21642503', '21603971', '21551984', '21535472', '21522042', '21492870', '21474328', '21440052', '21435653', '21431162', '21372190', '21359606', '21347455', '21291634', '21279327', '21273029', '21272259', '21270403', '21249327', '21227459', '21225449', '21195419', '21091653', '21083424', '20980161', '20936717', '20887988', '20845025', '20825367', '20802146', '20739031', '20723409', '20652004', '20636982', '20628562', '20530955', '20519642', '20502315', '20470406', '20428798', '20393690', '20386499', '20386310', '20347329', '20338589', '20236051', '20189586', '20158885', '20148283', '20087639', '20055688', '20028656', '20003418', '19997053', '19997046', '19953005', '19930620', '19825222', '19812188', '19789462', '19751561', '19673945', '19623040', '19609124', '19593412', '19593403', '19556302', '19531942', '19529910', '19506468', '19494177', '19487933', '19487305', '19451748', '19450686', '19435558', '19371254', '19366789', '19362087', '19333143', '19302753', '19295481', '19295475', '19271163', '19265175', '19237893', '19212652', '19204515', '19201901', '19158276', '19114890', '19097991', '19076379', '18980707', '18720262', '18714026', '18713653', '18691095', '18599803', '18584048', '18577209', '18536984', '18523304', '18503231', '18500418', '18454156', '18289433', '18411294', '18403588', '18385521', '18301218', '18297269', '18226173', '18197141', '18190604', '18004227', '17987129', '17979838', '17938274', '17901841', '17901837', '17885340', '17693935', '19209786', '19209785', '17626148', '17625012', '17581740', '17581395', '17579084', '17525840', '17515723', '17505308', '17464119', '17456726', '17452927', '17430122', '17428476', '17413792', '17380793', '17380789', '17346334', '17339485', '17334246', '17334244', '17187938', '17172710', '17117045', '17092418', '17067487', '16996001', '16850155', '16818669', '16814517', '16721263', '16719987', '16645483', '16641887', '16513409', '16424112', '16369179', '16340425', '16266789', '16205327', '16006426', '16004769', '15937067', '15834309', '15753771', '15753748', '15734795', '15687351', '15597804', '15597789', '15596410', '15516734', '15502843', '15387080', '15331624', '15289194', '15258091', '15246253', '15212339', '15162419', '15133244', '14871456', '14695889', '14620138', '14604496', '12974876', '12928240', '12831616', '12792856', '12765338', '12697092', '12544976', '12456506', '12209006', '11734424']",HMGB1,HMGB1,3146,high mobility group box 1
